359.11,45.7016,255.495,177.434,29.6466
359.11,45.7016,255.495,177.434,29.6466
359.11,45.7015,255.495,177.434,29.6465
359.11,45.7015,255.495,177.434,29.6464
359.11,45.7014,255.495,177.434,29.6463
359.109,45.7013,255.494,177.434,29.6462
359.109,45.7012,255.494,177.434,29.646
359.109,45.7011,255.494,177.434,29.6458
359.109,45.701,255.493,177.434,29.6456
359.109,45.7009,255.493,177.434,29.6453
359.109,45.7007,255.493,177.434,29.645
359.108,45.7006,255.492,177.434,29.6447
359.108,45.7004,255.492,177.434,29.6444
359.108,45.7002,255.491,177.434,29.6441
359.108,45.7,255.491,177.434,29.6437
359.108,45.6998,255.49,177.434,29.6434
359.107,45.6996,255.489,177.434,29.643
359.107,45.6994,255.489,177.434,29.6427
359.107,45.6992,255.488,177.434,29.6423
359.107,45.6991,255.488,177.434,29.642
359.106,45.6989,255.487,177.434,29.6416
359.106,45.6987,255.487,177.434,29.6413
359.106,45.6986,255.486,177.434,29.6411
359.106,45.6984,255.486,177.434,29.6408
359.106,45.6983,255.486,177.434,29.6406
359.105,45.6982,255.485,177.434,29.6404
359.105,45.6981,255.485,177.434,29.6403
359.105,45.6981,255.485,177.434,29.6401
359.105,45.698,255.485,177.434,29.64
359.105,45.698,255.485,177.434,29.64
359.105,45.698,255.485,177.434,29.64
359.105,45.698,255.485,177.434,29.64
359.105,45.698,255.485,177.434,29.64
359.105,45.698,255.485,177.434,29.64
359.105,45.6981,255.485,177.434,29.6401
359.105,45.6981,255.485,177.434,29.6402
359.105,45.6982,255.485,177.434,29.6403
359.105,45.6983,255.486,177.434,29.6405
359.106,45.6983,255.486,177.434,29.6406
359.106,45.6984,255.486,177.434,29.6408
359.106,45.6985,255.486,177.434,29.641
359.106,45.6986,255.487,177.434,29.6412
359.106,45.6987,255.487,177.434,29.6413
359.106,45.6988,255.487,177.434,29.6415
359.106,45.6989,255.488,177.434,29.6417
359.106,45.699,255.488,177.434,29.6419
359.106,45.6991,255.488,177.434,29.6421
359.106,45.6993,255.488,177.434,29.6423
359.106,45.6994,255.489,177.434,29.6425
359.106,45.6994,255.489,177.434,29.6427
359.106,45.6996,255.489,177.434,29.6428
359.106,45.6996,255.49,177.434,29.643
359.106,45.6997,255.49,177.434,29.6432
359.106,45.6998,255.49,177.434,29.6433
